Data;Tempo (us);Tempo (ms);Temperatura (°C)
22/12/2022 10:07:06;516633427;516633;23,0
22/12/2022 10:07:06;517133458;517133;23,0
22/12/2022 10:07:07;517633545;517633;23,0
22/12/2022 10:07:07;518133567;518133;23,0
22/12/2022 10:07:08;518633598;518633;23,0
22/12/2022 10:07:08;519133612;519133;22,7
22/12/2022 10:07:09;519633622;519633;22,7
22/12/2022 10:07:09;520133650;520133;22,7
22/12/2022 10:07:10;520633719;520633;22,7
22/12/2022 10:07:10;521133730;521133;23,0
22/12/2022 10:07:11;521633737;521633;22,7
22/12/2022 10:07:11;522133764;522133;22,7
22/12/2022 10:07:12;522633806;522633;22,7
22/12/2022 10:07:12;523133830;523133;22,7
22/12/2022 10:07:13;523633858;523633;22,7
22/12/2022 10:07:13;524133882;524133;22,7
22/12/2022 10:07:14;524633936;524633;22,7
22/12/2022 10:07:14;525133961;525133;22,7
22/12/2022 10:07:15;525633966;525633;22,7
22/12/2022 10:07:15;526134061;526134;22,7
22/12/2022 10:07:16;526634131;526634;22,7
22/12/2022 10:07:16;527134216;527134;22,7
22/12/2022 10:07:17;527634270;527634;22,7
22/12/2022 10:07:17;528134363;528134;22,7
22/12/2022 10:07:18;528634405;528634;22,7
22/12/2022 10:07:18;529134468;529134;22,7
22/12/2022 10:07:19;529634479;529634;22,7
22/12/2022 10:07:19;530134486;530134;22,7
22/12/2022 10:07:20;530634516;530634;22,7
22/12/2022 10:07:20;531134544;531134;22,7
22/12/2022 10:07:21;531634639;531634;22,7
22/12/2022 10:07:21;532134718;532134;22,7
22/12/2022 10:07:22;532634748;532634;22,7
22/12/2022 10:07:22;533134788;533134;22,7
22/12/2022 10:07:23;533634847;533634;22,7
22/12/2022 10:07:23;534134913;534134;22,7
22/12/2022 10:07:24;534634941;534634;22,7
22/12/2022 10:07:24;535135032;535135;22,7
22/12/2022 10:07:25;535635108;535635;22,7
22/12/2022 10:07:25;536135154;536135;22,7
22/12/2022 10:07:26;536635224;536635;23,0
22/12/2022 10:07:26;537135324;537135;22,7
22/12/2022 10:07:27;537635356;537635;22,7
22/12/2022 10:07:27;538135432;538135;22,7
22/12/2022 10:07:28;538635507;538635;22,7
22/12/2022 10:07:28;539135549;539135;22,7
22/12/2022 10:07:29;539635552;539635;23,0
22/12/2022 10:07:29;540135599;540135;22,7
22/12/2022 10:07:30;540635640;540635;22,7
22/12/2022 10:07:30;541135703;541135;22,7
22/12/2022 10:07:31;541635733;541635;22,7
22/12/2022 10:07:31;542135817;542135;22,7
22/12/2022 10:07:32;542635890;542635;22,7
22/12/2022 10:07:32;543135936;543135;23,0
22/12/2022 10:07:33;543635993;543635;23,0
22/12/2022 10:07:33;544136023;544136;23,0
22/12/2022 10:07:34;544636070;544636;23,0
22/12/2022 10:07:34;545136164;545136;23,0
22/12/2022 10:07:35;545636178;545636;23,0
22/12/2022 10:07:35;546136263;546136;23,0
22/12/2022 10:07:36;546636300;546636;23,0
22/12/2022 10:07:36;547136321;547136;23,0
22/12/2022 10:07:37;547636406;547636;23,0
22/12/2022 10:07:37;548136456;548136;23,0
22/12/2022 10:07:38;548636558;548636;23,0
22/12/2022 10:07:38;549136625;549136;23,0
22/12/2022 10:07:39;549636692;549636;23,0
22/12/2022 10:07:39;550136775;550136;23,0
22/12/2022 10:07:40;550636801;550636;23,0
22/12/2022 10:07:40;551136842;551136;23,0
22/12/2022 10:07:41;551636919;551636;23,0
22/12/2022 10:07:41;552136981;552136;23,0
22/12/2022 10:07:42;552637010;552637;23,0
22/12/2022 10:07:42;553137081;553137;23,0
22/12/2022 10:07:43;553637131;553637;23,0
22/12/2022 10:07:43;554137202;554137;23,0
22/12/2022 10:07:44;554637283;554637;23,0
22/12/2022 10:07:44;555137314;555137;23,0
22/12/2022 10:07:45;555637371;555637;23,0
22/12/2022 10:07:45;556137441;556137;23,0
22/12/2022 10:07:46;556637533;556637;23,0
22/12/2022 10:07:46;557137584;557137;23,0
22/12/2022 10:07:47;557637597;557637;23,0
22/12/2022 10:07:47;558137684;558137;23,0
22/12/2022 10:07:48;558637723;558637;23,0
22/12/2022 10:07:48;559137828;559137;23,0
22/12/2022 10:07:49;559637890;559637;23,0
22/12/2022 10:07:49;560137965;560137;23,0
22/12/2022 10:07:50;560638000;560638;23,0
22/12/2022 10:07:50;561138050;561138;23,0
22/12/2022 10:07:51;561638072;561638;23,0
22/12/2022 10:07:51;562138095;562138;23,0
